id_transaction,date,categorie,prix_unitaire,quantite,age_client,sexe_client,ville,canal_acquisition,note_produit,temps_sur_page_sec,saison,montant_total,panier_moyen,est_client_fidele
550,2024-12-31,Électronique,332.52,1,35,M,Bordeaux,Google_Ads,3.3,277,Printemps,338.12,297.38,1
551,2024-12-31,Mode,74.95,2,37,M,Lyon,SEO,2.6,69,Printemps,143.56,122.79,0
552,2024-12-31,Mode,71.69,1,18,F,Lyon,Instagram,2.2,29,Printemps,72.59,62.01,0
553,2024-12-31,Livres,24.54,4,40,F,Nice,Google_Ads,4.4,78,Printemps,107.69,102.17,0
554,2024-12-31,Maison,165.01,1,44,M,Nice,Email,4.2,126,Printemps,172.38,150.51,0
555,2024-12-31,Sport,138.12,1,34,F,Lille,Instagram,4.6,116,Printemps,127.86,109.65,0
556,2024-12-31,Maison,151.78,3,63,F,Nice,Facebook,5.0,104,Printemps,441.06,439.52,1
557,2024-12-31,Électronique,295.76,5,26,M,Bordeaux,Facebook,4.7,123,Printemps,1419.24,1257.87,1
558,2024-12-31,Maison,214.49,1,30,F,Marseille,Email,4.7,171,Printemps,229.8,211.27,0
559,2024-12-31,Mode,62.7,1,30,F,Lille,SEO,1.5,21,Printemps,64.1,60.38,0
560,2024-12-31,Maison,234.83,4,34,M,Paris,Instagram,3.5,97,Printemps,997.59,869.57,1
561,2024-12-31,Mode,43.99,2,31,F,Lyon,SEO,4.9,56,Printemps,82.29,74.35,0
562,2024-12-31,Livres,34.87,1,18,F,Nice,SEO,2.5,116,Printemps,37.72,35.73,0
563,2024-12-31,Mode,41.37,1,28,M,Toulouse,SEO,3.9,55,Printemps,37.72,35.68,0
564,2024-12-31,Mode,55.03,2,33,M,Lyon,Direct,4.4,58,Printemps,107.3,104.76,0
565,2024-12-31,Livres,10.26,5,49,F,Marseille,Instagram,4.3,44,Printemps,46.3,42.4,0
566,2024-12-31,Électronique,700.95,3,61,M,Lille,Email,4.2,99,Printemps,1970.07,1937.51,1
567,2024-12-31,Maison,213.05,1,51,M,Bordeaux,Instagram,4.5,37,Printemps,232.75,221.65,0
568,2024-12-31,Maison,138.13,1,25,F,Toulouse,Email,4.0,42,Printemps,126.49,118.18,0
569,2024-12-31,Sport,160.89,2,26,F,Lyon,Google_Ads,2.2,83,Printemps,298.95,259.36,0
570,2024-12-31,Livres,24.94,6,33,F,Paris,SEO,4.4,84,Printemps,162.34,151.99,0
571,2024-12-31,Livres,26.01,3,56,M,Marseille,Facebook,4.1,81,Printemps,81.31,76.37,0
572,2024-12-31,Électronique,795.66,1,33,M,Marseille,Instagram,2.2,26,Printemps,780.85,752.6,1
573,2024-12-31,Sport,80.34,1,19,F,Nantes,Instagram,5.0,108,Printemps,73.41,70.32,0
574,2024-12-31,Maison,123.77,1,28,M,Marseille,Instagram,4.4,108,Printemps,130.82,121.6,0
575,2024-12-31,Maison,223.07,2,44,M,Paris,Instagram,2.3,144,Printemps,445.49,418.28,0
576,2024-12-31,Électronique,833.15,2,43,F,Marseille,Google_Ads,2.9,114,Printemps,1607.32,1552.43,1
577,2024-12-31,Maison,235.77,2,32,M,Nice,Google_Ads,3.2,47,Printemps,458.4,413.81,1
578,2024-12-31,Livres,33.35,2,43,F,Bordeaux,Instagram,3.2,46,Printemps,66.77,58.11,0
579,2024-12-31,Livres,12.44,1,18,M,Nantes,Email,4.1,180,Printemps,12.57,12.33,0
580,2024-12-31,Mode,112.81,2,36,M,Nice,Email,2.7,142,Printemps,239.98,238.72,0
581,2024-12-31,Électronique,501.64,1,45,M,Bordeaux,SEO,5.0,96,Printemps,528.9,483.62,1
582,2024-12-31,Mode,129.1,1,25,M,Toulouse,SEO,5.0,149,Printemps,136.0,135.8,0
583,2024-12-31,Sport,102.72,5,24,M,Lille,Instagram,4.5,158,Printemps,537.13,482.56,1
584,2024-12-31,Maison,159.69,1,18,M,Lille,Facebook,3.8,38,Printemps,167.92,144.41,0
585,2024-12-31,Mode,84.15,1,54,M,Toulouse,Instagram,4.8,49,Printemps,87.14,81.55,0
586,2024-12-31,Électronique,442.17,1,26,M,Nice,Instagram,3.5,69,Printemps,474.72,465.33,0
587,2024-12-31,Mode,39.81,1,37,M,Toulouse,Google_Ads,3.0,164,Printemps,40.27,37.96,0
588,2024-12-31,Mode,119.83,3,42,F,Nice,Facebook,5.0,264,Printemps,360.98,307.34,1
589,2024-12-31,Livres,30.67,1,53,M,Nice,SEO,4.1,104,Printemps,31.91,27.18,0
590,2024-12-31,Maison,85.11,2,33,M,Bordeaux,Email,3.0,44,Printemps,158.86,152.29,0
591,2024-12-31,Mode,108.23,1,28,M,Paris,Google_Ads,3.3,49,Printemps,114.23,111.58,0
592,2024-12-31,Mode,93.52,2,37,M,Nantes,Instagram,3.0,68,Printemps,203.36,180.57,0
593,2024-12-31,Électronique,501.17,1,50,F,Lille,Google_Ads,5.0,81,Printemps,480.75,442.54,0
594,2024-12-31,Livres,15.86,1,32,F,Nice,SEO,3.8,51,Printemps,16.21,16.12,0
595,2024-12-31,Mode,116.32,3,23,F,Marseille,Facebook,4.0,80,Printemps,316.35,290.75,0
596,2024-12-31,Mode,100.77,1,18,M,Toulouse,SEO,4.6,34,Printemps,106.13,92.37,0
597,2024-12-31,Mode,85.9,1,20,M,Bordeaux,SEO,2.5,72,Printemps,86.93,85.78,0
598,2024-12-31,Maison,169.72,4,45,M,Lyon,Instagram,5.0,64,Printemps,702.47,649.27,1
599,2024-12-31,Maison,76.39,2,31,F,Paris,SEO,3.1,52,Printemps,141.87,127.92,0
600,2024-12-31,Maison,145.31,1,27,M,Paris,Facebook,5.0,131,Printemps,154.3,133.41,0
601,2024-12-31,Mode,51.39,1,26,M,Bordeaux,Google_Ads,3.5,118,Printemps,48.88,44.91,0
602,2024-12-31,Mode,52.82,1,36,M,Nice,SEO,4.9,78,Printemps,54.77,52.88,0
603,2024-12-31,Électronique,671.38,1,32,F,Lyon,SEO,1.1,33,Printemps,683.89,654.87,1
604,2024-12-31,Maison,224.03,1,31,M,Paris,Google_Ads,2.5,85,Printemps,230.92,213.48,0
605,2024-12-31,Électronique,497.54,1,51,M,Nantes,SEO,3.5,67,Printemps,452.78,433.73,0
606,2024-12-31,Maison,97.39,1,53,M,Lille,Instagram,1.6,111,Printemps,102.11,92.16,0
607,2024-12-31,Sport,125.22,1,18,M,Nantes,Facebook,4.5,125,Printemps,132.61,127.34,0
608,2024-12-31,Sport,153.58,2,38,M,Lyon,Google_Ads,4.1,132,Printemps,305.61,263.69,0
609,2024-12-31,Mode,105.46,4,25,F,Nantes,Google_Ads,2.7,25,Printemps,414.16,364.41,1
610,2024-12-31,Mode,117.2,2,32,F,Marseille,Google_Ads,3.8,216,Printemps,227.03,222.86,1
611,2024-12-31,Électronique,587.17,3,38,M,Toulouse,Instagram,4.7,107,Printemps,1912.27,1709.66,1
612,2024-12-31,Maison,195.34,1,32,F,Toulouse,Google_Ads,1.5,24,Printemps,205.3,180.85,0
613,2024-12-31,Sport,60.36,1,37,F,Lille,Instagram,2.4,66,Printemps,62.76,54.18,0
614,2024-12-31,Électronique,460.09,1,43,F,Lyon,Instagram,3.4,84,Printemps,499.25,453.79,0
615,2024-12-31,Mode,70.48,3,38,M,Bordeaux,Facebook,3.8,184,Printemps,205.05,176.35,0
616,2024-12-31,Sport,107.69,1,27,M,Nice,Google_Ads,3.7,122,Printemps,110.49,102.16,0
617,2024-12-31,Sport,160.96,2,27,F,Paris,SEO,4.8,117,Printemps,333.89,329.85,1
618,2024-12-31,Électronique,815.15,2,18,M,Lille,SEO,4.3,93,Printemps,1792.1,1734.88,1
619,2024-12-31,Maison,84.21,1,24,M,Bordeaux,Google_Ads,4.6,85,Printemps,82.99,71.05,0
620,2024-12-31,Électronique,341.63,2,58,F,Lyon,Email,2.3,32,Printemps,669.63,599.29,1
621,2024-12-31,Électronique,466.41,3,25,F,Marseille,Facebook,4.0,103,Printemps,1282.94,1126.61,1
622,2024-12-31,Livres,16.85,4,20,M,Paris,Instagram,3.5,49,Printemps,61.99,53.31,0
623,2024-12-31,Sport,120.88,1,38,M,Paris,Google_Ads,5.0,66,Printemps,121.17,104.97,0
624,2024-12-31,Sport,157.6,3,33,F,Lille,Google_Ads,4.0,128,Printemps,441.72,435.63,1
625,2024-12-31,Électronique,874.55,2,32,F,Bordeaux,Facebook,3.1,54,Printemps,1599.7,1434.15,1
626,2024-12-31,Sport,125.83,1,51,F,Toulouse,Instagram,4.7,34,Printemps,137.53,125.0,0
627,2024-12-31,Mode,114.22,1,41,F,Lyon,SEO,4.4,81,Printemps,124.53,114.93,0
628,2024-12-31,Mode,83.71,1,28,F,Lyon,Instagram,2.9,27,Printemps,80.78,77.69,0
629,2024-12-31,Mode,52.81,1,29,M,Bordeaux,Instagram,3.4,89,Printemps,55.87,54.18,0
630,2024-12-31,Électronique,579.16,2,28,M,Paris,Instagram,3.4,128,Printemps,1244.64,1237.86,1
631,2024-12-31,Sport,113.27,4,45,M,Nice,Facebook,5.0,89,Printemps,449.9,396.63,0
632,2024-12-31,Maison,193.64,1,31,F,Bordeaux,SEO,4.0,35,Printemps,182.94,163.76,0
633,2024-12-31,Électronique,373.42,1,18,M,Nantes,Google_Ads,4.6,154,Printemps,345.77,310.14,1
634,2024-12-31,Électronique,473.61,1,34,F,Toulouse,SEO,3.3,183,Printemps,439.59,403.01,1
635,2024-12-31,Électronique,470.72,2,18,F,Lyon,Facebook,4.2,78,Printemps,997.35,968.53,1
636,2024-12-31,Électronique,872.62,2,61,M,Nice,Google_Ads,5.0,66,Printemps,1704.9,1510.4,1
637,2024-12-31,Maison,139.91,1,23,M,Bordeaux,Facebook,3.4,35,Printemps,145.32,140.59,0
638,2024-12-31,Sport,138.77,2,33,F,Paris,Instagram,3.9,96,Printemps,279.7,246.3,1
639,2024-12-31,Électronique,731.8,4,38,M,Lille,Facebook,2.3,148,Printemps,2865.53,2740.94,1
640,2024-12-31,Électronique,404.24,1,31,M,Nice,Google_Ads,3.0,35,Printemps,373.83,362.56,0
641,2024-12-31,Maison,162.94,3,31,M,Nantes,Direct,3.4,28,Printemps,472.53,462.16,0
642,2024-12-31,Sport,156.52,1,40,M,Paris,Facebook,2.6,68,Printemps,167.17,154.89,0
643,2024-12-31,Mode,78.83,1,53,M,Marseille,Google_Ads,5.0,42,Printemps,83.74,75.31,0
644,2024-12-31,Mode,124.65,1,44,M,Marseille,SEO,2.9,80,Printemps,112.89,109.04,0
645,2024-12-31,Maison,98.6,3,52,M,Bordeaux,Email,4.7,112,Printemps,274.53,246.56,0
646,2024-12-31,Mode,39.73,1,22,F,Toulouse,Direct,4.0,109,Printemps,41.76,36.43,0
647,2024-12-31,Électronique,826.73,2,38,F,Toulouse,Facebook,3.8,124,Printemps,1599.14,1559.49,1
648,2024-12-31,Maison,212.58,1,36,M,Paris,Google_Ads,5.0,239,Printemps,218.69,199.37,0
649,2024-12-31,Maison,238.67,2,39,M,Paris,Facebook,1.3,109,Printemps,483.32,452.2,0
650,2024-12-31,Maison,182.29,1,51,F,Lyon,Instagram,3.6,146,Printemps,187.83,185.54,0
651,2024-12-31,Maison,228.6,1,32,M,Lille,Email,2.6,37,Printemps,208.2,181.21,1
652,2024-12-31,Maison,208.85,2,30,F,Nantes,Facebook,1.6,73,Printemps,453.72,423.58,1
653,2024-12-31,Électronique,794.99,1,41,M,Paris,Facebook,2.5,157,Printemps,718.82,671.25,0
654,2024-12-31,Mode,87.99,1,18,F,Nice,Google_Ads,3.8,63,Printemps,79.33,77.69,0
655,2024-12-31,Électronique,483.1,1,32,F,Nantes,Email,3.0,129,Printemps,456.64,411.52,1
656,2024-12-31,Électronique,855.83,4,33,M,Bordeaux,Google_Ads,4.8,272,Printemps,3761.18,3423.36,1
657,2024-12-31,Maison,137.78,1,23,F,Lyon,Instagram,3.6,49,Printemps,126.0,116.92,0
658,2024-12-31,Sport,111.2,2,47,F,Toulouse,Facebook,3.4,36,Printemps,239.06,209.19,0
659,2024-12-31,Livres,21.05,3,22,M,Nantes,Direct,3.4,105,Printemps,58.83,54.16,0
660,2024-12-31,Maison,161.67,1,33,M,Nantes,Facebook,3.7,83,Printemps,149.03,136.42,0
661,2024-12-31,Électronique,542.59,5,38,M,Nantes,Email,3.3,194,Printemps,2864.32,2519.48,1
662,2024-12-31,Électronique,257.38,1,51,M,Nantes,Google_Ads,2.9,42,Printemps,275.22,268.33,0
663,2024-12-31,Sport,154.96,1,34,F,Nantes,Google_Ads,4.9,192,Printemps,164.02,150.02,0
664,2024-12-31,Maison,139.99,2,46,M,Toulouse,Instagram,3.1,76,Printemps,265.48,237.85,1
665,2024-12-31,Maison,166.01,1,43,M,Lyon,Instagram,3.4,56,Printemps,178.62,155.32,0
666,2024-12-31,Sport,60.25,2,36,M,Bordeaux,Facebook,4.3,97,Printemps,110.18,95.13,0
667,2024-12-31,Maison,60.61,2,21,M,Nantes,Instagram,4.2,73,Printemps,117.39,116.69,0
668,2024-12-31,Sport,73.77,2,18,M,Nantes,Google_Ads,2.8,81,Printemps,146.46,146.36,0
669,2024-12-31,Électronique,700.6,4,36,M,Bordeaux,Google_Ads,4.6,181,Printemps,2560.11,2520.91,1
670,2024-12-31,Maison,77.86,1,28,F,Paris,Instagram,4.4,277,Printemps,79.1,72.68,0
671,2024-12-31,Sport,158.38,4,46,F,Paris,Google_Ads,4.0,86,Printemps,641.06,622.59,1
672,2024-12-31,Mode,53.46,2,43,M,Toulouse,Facebook,3.3,108,Printemps,117.46,114.54,0
673,2024-12-31,Maison,96.83,1,32,M,Lyon,Instagram,3.4,149,Printemps,99.18,88.77,0
674,2024-12-31,Mode,50.2,3,21,M,Lyon,Instagram,3.6,111,Printemps,147.51,138.35,0
675,2024-12-31,Livres,9.38,1,41,M,Lille,Email,2.4,52,Printemps,9.92,9.86,0
676,2024-12-31,Électronique,745.97,4,22,F,Lyon,Instagram,3.8,103,Printemps,2885.39,2573.79,1
677,2024-12-31,Maison,217.51,3,25,M,Toulouse,Instagram,4.8,91,Printemps,656.81,623.6,1
678,2024-12-31,Électronique,639.56,2,23,F,Bordeaux,Instagram,4.8,33,Printemps,1165.4,1106.41,1
679,2024-12-31,Maison,93.88,1,33,F,Nantes,Instagram,3.4,23,Printemps,90.55,83.11,0
680,2024-12-31,Électronique,417.56,2,49,F,Bordeaux,Facebook,5.0,115,Printemps,839.82,775.62,1
681,2024-12-31,Électronique,546.25,3,34,M,Toulouse,SEO,5.0,60,Printemps,1705.06,1566.02,1
682,2024-12-31,Mode,125.55,1,29,F,Lille,Google_Ads,3.5,152,Printemps,115.48,107.18,0
683,2024-12-31,Livres,15.68,3,18,M,Marseille,Instagram,4.6,63,Printemps,49.83,43.47,0
684,2024-12-31,Électronique,718.86,2,41,F,Toulouse,Facebook,1.3,50,Printemps,1552.79,1504.98,1
685,2024-12-31,Électronique,521.63,1,25,F,Toulouse,SEO,2.4,117,Printemps,498.78,473.43,1
686,2024-12-31,Sport,80.48,1,36,M,Marseille,Direct,3.9,74,Printemps,84.75,84.41,0
687,2024-12-31,Mode,76.95,2,30,M,Bordeaux,Facebook,2.7,47,Printemps,144.06,127.76,0
688,2024-12-31,Livres,10.92,4,45,F,Marseille,Google_Ads,5.0,133,Printemps,43.89,38.27,0
689,2024-12-31,Électronique,764.11,3,33,F,Toulouse,Google_Ads,4.5,345,Printemps,2428.8,2189.28,1
690,2024-12-31,Maison,103.79,1,34,M,Toulouse,Google_Ads,4.9,64,Printemps,101.44,93.98,0
691,2024-12-31,Électronique,714.65,1,40,F,Marseille,Google_Ads,3.8,145,Printemps,646.95,569.8,1
692,2024-12-31,Électronique,271.14,1,60,M,Nice,SEO,2.7,117,Printemps,273.3,251.19,0
693,2024-12-31,Maison,231.92,1,45,F,Toulouse,Google_Ads,3.2,270,Printemps,247.91,234.62,1
694,2024-12-31,Maison,94.74,1,33,F,Lille,Instagram,4.1,183,Printemps,87.32,74.96,1
695,2024-12-31,Sport,155.05,2,35,F,Toulouse,Google_Ads,3.1,83,Printemps,280.93,270.73,1
696,2024-12-31,Mode,111.42,2,28,M,Toulouse,Direct,4.5,126,Printemps,236.62,234.48,1
697,2024-12-31,Mode,126.87,2,23,M,Nantes,Email,4.6,37,Printemps,241.92,215.36,0
698,2024-12-31,Mode,79.09,2,28,F,Lyon,SEO,3.8,204,Printemps,153.9,148.73,1
699,2024-12-31,Livres,28.64,1,25,M,Lyon,Instagram,1.8,34,Printemps,26.27,23.98,0
700,2024-12-31,Mode,68.64,1,42,M,Marseille,Instagram,5.0,130,Printemps,63.11,59.93,1
701,2024-12-31,Mode,50.48,2,22,M,Paris,SEO,3.6,115,Printemps,103.26,99.28,0
702,2024-12-31,Mode,75.7,6,50,F,Lille,SEO,5.0,144,Printemps,458.94,410.41,1
703,2024-12-31,Maison,89.83,4,44,F,Nantes,Instagram,4.5,55,Printemps,344.42,333.44,1
704,2024-12-31,Mode,128.25,3,35,M,Nantes,Direct,3.6,86,Printemps,381.11,329.95,0
705,2024-12-31,Livres,11.6,1,35,F,Marseille,Facebook,4.3,144,Printemps,11.34,11.32,0
706,2024-12-31,Mode,89.95,1,28,F,Paris,Facebook,1.6,104,Printemps,93.46,84.16,0
707,2024-12-31,Sport,122.37,4,38,M,Paris,Facebook,4.9,302,Printemps,524.94,463.83,1
708,2024-12-31,Électronique,588.2,1,48,F,Nantes,Google_Ads,5.0,217,Printemps,619.39,539.36,1
709,2024-12-31,Maison,179.19,1,26,F,Lille,Direct,1.5,65,Printemps,161.43,156.88,1
710,2024-12-31,Livres,12.14,1,18,F,Lyon,Facebook,3.5,79,Printemps,11.16,10.47,0
711,2024-12-31,Électronique,599.64,2,43,M,Nantes,SEO,3.7,56,Printemps,1182.34,1173.76,1
712,2024-12-31,Livres,16.75,2,38,F,Nice,Facebook,4.8,144,Printemps,35.87,33.97,0
713,2024-12-31,Mode,124.17,4,21,M,Nice,Direct,5.0,38,Printemps,470.54,424.0,0
714,2024-12-31,Livres,29.58,2,26,M,Toulouse,Instagram,4.2,38,Printemps,63.64,62.07,0
715,2024-12-31,Maison,235.05,2,24,M,Nantes,Facebook,5.0,137,Printemps,433.44,386.71,1
716,2024-12-31,Mode,36.16,4,26,F,Toulouse,SEO,4.0,169,Printemps,132.28,118.21,0
717,2024-12-31,Électronique,417.46,2,31,F,Bordeaux,SEO,4.3,64,Printemps,903.97,772.2,1
718,2024-12-31,Mode,51.55,2,31,M,Paris,Email,4.2,144,Printemps,96.14,85.35,0
719,2024-12-31,Électronique,232.53,4,27,F,Bordeaux,Instagram,5.0,241,Printemps,923.38,821.08,1
720,2024-12-31,Électronique,388.57,2,25,M,Nice,Instagram,3.3,151,Printemps,750.09,671.05,1
721,2024-12-31,Électronique,683.17,2,32,F,Bordeaux,Instagram,4.7,123,Printemps,1270.06,1149.78,1
722,2024-12-31,Mode,55.03,2,37,F,Lille,Direct,2.4,106,Printemps,112.97,105.8,0
723,2024-12-31,Sport,107.4,1,31,F,Nice,SEO,3.5,131,Printemps,117.36,103.56,0
724,2024-12-31,Électronique,824.28,1,48,M,Nantes,Google_Ads,3.1,93,Printemps,850.34,804.01,1
725,2024-12-31,Électronique,693.29,1,41,F,Lyon,Instagram,3.9,73,Printemps,673.0,585.51,1
726,2024-12-31,Maison,131.03,3,18,F,Nice,Google_Ads,3.5,99,Printemps,409.75,405.5,1
727,2024-12-31,Électronique,476.42,2,41,M,Toulouse,Direct,5.0,77,Printemps,884.85,755.59,1
728,2024-12-31,Électronique,532.62,3,42,M,Toulouse,Instagram,2.8,146,Printemps,1623.44,1601.08,1
729,2024-12-31,Électronique,344.5,1,29,M,Lille,SEO,1.9,82,Printemps,342.4,319.14,0
730,2024-12-31,Livres,26.12,1,18,M,Paris,SEO,2.3,49,Printemps,25.39,24.28,0
731,2024-12-31,Sport,88.93,2,35,M,Lyon,Google_Ads,4.9,91,Printemps,186.38,166.76,0
732,2024-12-31,Mode,115.61,1,34,F,Nantes,SEO,2.7,53,Printemps,106.78,93.55,0
733,2024-12-31,Maison,196.18,3,21,F,Nice,Instagram,4.2,230,Printemps,592.4,587.71,1
734,2024-12-31,Mode,92.03,3,18,M,Marseille,Instagram,3.5,152,Printemps,295.64,270.85,0
735,2024-12-31,Maison,125.56,1,33,F,Lyon,Instagram,4.7,81,Printemps,118.07,108.87,0
736,2024-12-31,Maison,97.79,1,32,M,Toulouse,SEO,3.5,65,Printemps,93.18,92.98,0
737,2024-12-31,Maison,199.71,2,29,F,Lille,Email,5.0,82,Printemps,412.25,371.19,0
738,2024-12-31,Mode,79.92,2,33,F,Lille,Email,5.0,47,Printemps,168.56,145.81,0
739,2024-12-31,Électronique,376.71,2,21,F,Bordeaux,Instagram,3.5,100,Printemps,720.77,676.1,1
740,2024-12-31,Mode,51.53,1,29,M,Nice,Facebook,3.3,44,Printemps,50.09,46.74,0
741,2024-12-31,Sport,63.59,5,41,M,Nantes,Facebook,5.0,102,Printemps,333.2,321.86,1
742,2024-12-31,Maison,199.89,1,30,F,Marseille,Google_Ads,2.6,138,Printemps,191.31,190.02,1
743,2024-12-31,Sport,71.7,3,18,F,Nantes,Facebook,3.7,210,Printemps,222.24,199.16,1
744,2024-12-31,Livres,23.22,4,29,M,Lyon,Facebook,3.8,70,Printemps,86.54,82.93,0
745,2024-12-31,Électronique,529.79,2,22,F,Marseille,Facebook,3.8,67,Printemps,1040.79,952.51,1
746,2024-12-31,Maison,164.33,1,38,M,Nantes,Google_Ads,1.9,33,Printemps,170.53,165.0,0
747,2024-12-31,Maison,217.89,1,38,M,Bordeaux,Instagram,4.3,140,Printemps,216.14,189.05,1
748,2024-12-31,Livres,32.43,1,18,M,Marseille,Instagram,2.7,84,Printemps,29.31,27.12,0
749,2024-12-31,Livres,21.18,1,44,M,Marseille,Instagram,5.0,67,Printemps,20.78,17.91,0
750,2024-12-31,Maison,62.77,1,21,F,Lyon,Facebook,2.2,55,Printemps,60.11,56.15,0
751,2024-12-31,Électronique,512.85,3,53,M,Marseille,Instagram,3.9,175,Printemps,1415.86,1239.37,1
752,2024-12-31,Sport,119.79,2,34,M,Bordeaux,Facebook,1.4,21,Printemps,216.06,214.76,0
753,2024-12-31,Électronique,601.49,1,20,M,Nice,Instagram,1.4,150,Printemps,546.82,510.26,1
754,2024-12-31,Sport,125.55,1,21,F,Paris,Google_Ads,2.9,51,Printemps,136.83,127.17,0
755,2024-12-31,Livres,13.16,1,39,M,Paris,SEO,3.0,134,Printemps,13.82,13.76,0
756,2024-12-31,Mode,95.54,3,30,M,Lille,Facebook,5.0,53,Printemps,311.82,288.36,0
757,2024-12-31,Maison,92.88,3,33,M,Paris,Facebook,3.8,117,Printemps,257.17,244.69,1
758,2024-12-31,Mode,105.68,5,54,F,Lyon,Instagram,5.0,93,Printemps,535.83,459.21,0
759,2024-12-31,Mode,65.56,1,26,F,Lille,Instagram,3.4,184,Printemps,60.1,57.47,0
760,2024-12-31,Mode,101.71,3,35,M,Paris,Google_Ads,4.5,87,Printemps,276.27,239.15,0
761,2024-12-31,Sport,48.6,2,52,F,Paris,Instagram,3.0,188,Printemps,96.55,93.37,1
762,2024-12-31,Livres,20.01,2,38,F,Lille,Email,2.9,68,Printemps,41.2,40.43,0
763,2024-12-31,Livres,28.04,1,18,M,Lyon,Email,1.8,114,Printemps,25.59,22.96,0
764,2024-12-31,Électronique,378.14,3,41,F,Lille,Google_Ads,4.2,164,Printemps,1103.8,1083.62,1
765,2024-12-31,Sport,143.9,3,21,F,Toulouse,Google_Ads,4.1,82,Printemps,396.31,365.56,0
766,2024-12-31,Maison,173.54,3,51,F,Nice,Facebook,4.7,103,Printemps,506.26,473.73,1
767,2024-12-31,Mode,89.79,2,25,F,Toulouse,Facebook,4.0,42,Printemps,178.56,162.79,0
768,2024-12-31,Électronique,463.65,2,70,F,Lyon,Direct,5.0,123,Printemps,897.16,826.72,1
769,2024-12-31,Mode,79.54,5,52,F,Lyon,Instagram,4.0,148,Printemps,403.76,398.2,0
770,2024-12-31,Livres,25.13,1,25,F,Nantes,SEO,4.9,238,Printemps,25.55,25.35,0
771,2024-12-31,Maison,145.04,1,35,M,Bordeaux,Instagram,3.4,147,Printemps,140.2,128.54,0
772,2024-12-31,Maison,185.7,1,44,M,Paris,Facebook,2.8,94,Printemps,181.6,168.37,0
773,2024-12-31,Mode,74.79,5,44,F,Nantes,SEO,4.6,83,Printemps,369.52,320.53,0
774,2024-12-31,Maison,96.41,2,40,F,Paris,Email,3.7,89,Printemps,188.02,169.0,0
775,2024-12-31,Électronique,369.41,4,50,F,Nantes,Instagram,4.7,88,Printemps,1554.65,1441.14,1
776,2024-12-31,Mode,33.07,1,33,M,Nice,Google_Ads,4.2,170,Printemps,30.68,27.01,0
777,2024-12-31,Maison,114.17,3,30,M,Marseille,Instagram,2.9,177,Printemps,366.98,343.67,1
778,2024-12-31,Électronique,730.52,3,30,F,Toulouse,Instagram,5.0,90,Printemps,2117.59,2017.63,1
779,2024-12-31,Sport,143.76,7,45,F,Nice,SEO,2.8,115,Printemps,1051.36,996.16,1
780,2024-12-31,Électronique,361.67,2,39,M,Lille,Instagram,4.5,92,Printemps,778.85,713.72,1
781,2024-12-31,Maison,232.63,2,38,M,Nantes,Facebook,5.0,41,Printemps,501.31,483.96,1
782,2024-12-31,Mode,81.48,3,44,F,Toulouse,Email,3.4,44,Printemps,242.12,217.41,0
783,2024-12-31,Maison,225.06,3,18,M,Bordeaux,Instagram,5.0,65,Printemps,642.3,591.17,1
784,2024-12-31,Électronique,702.07,3,38,M,Paris,Facebook,4.2,90,Printemps,2150.75,1915.29,1
785,2024-12-31,Électronique,712.64,3,37,M,Marseille,Instagram,4.7,115,Printemps,2002.79,1883.72,1
786,2024-12-31,Livres,11.3,2,55,F,Bordeaux,SEO,2.9,200,Printemps,23.91,21.9,0
787,2024-12-31,Mode,53.95,3,18,M,Lyon,Facebook,4.0,99,Printemps,168.69,148.88,1
788,2024-12-31,Sport,43.62,2,53,F,Nice,SEO,2.3,86,Printemps,92.41,82.82,0
789,2024-12-31,Livres,28.34,1,35,M,Paris,Email,5.0,161,Printemps,27.96,24.94,0
790,2024-12-31,Électronique,457.5,1,40,M,Toulouse,Google_Ads,1.6,38,Printemps,462.75,456.57,0
791,2024-12-31,Mode,109.2,2,55,F,Nantes,Instagram,3.4,103,Printemps,201.04,186.63,0
792,2024-12-31,Maison,121.01,2,41,M,Lille,Facebook,2.8,124,Printemps,251.1,238.02,0
793,2024-12-31,Livres,31.12,4,39,F,Bordeaux,SEO,4.5,79,Printemps,124.16,122.94,0
794,2024-12-31,Livres,12.53,2,37,F,Toulouse,Google_Ads,5.0,102,Printemps,25.1,22.02,0
795,2024-12-31,Mode,49.4,2,29,F,Marseille,Google_Ads,4.5,84,Printemps,105.66,104.66,1
796,2024-12-31,Sport,85.96,2,34,M,Lille,Google_Ads,5.0,82,Printemps,181.29,168.77,0
797,2024-12-31,Électronique,500.73,2,26,F,Lyon,Instagram,2.3,88,Printemps,1008.51,986.76,1
798,2024-12-31,Livres,18.41,2,34,M,Lille,Instagram,2.4,143,Printemps,35.76,31.3,1
799,2024-12-31,Livres,29.62,1,18,F,Toulouse,Facebook,2.8,111,Printemps,29.3,26.11,1
800,2024-12-31,Électronique,290.44,3,40,F,Toulouse,Direct,3.9,188,Printemps,845.32,743.14,1
801,2024-12-31,Mode,66.74,2,33,F,Marseille,Email,2.7,66,Printemps,124.19,117.73,0
802,2024-12-31,Électronique,790.14,1,30,M,Lyon,Instagram,3.0,119,Printemps,813.17,708.37,1
803,2024-12-31,Mode,39.01,1,37,F,Marseille,Google_Ads,4.5,118,Printemps,40.51,39.25,0
804,2024-12-31,Sport,162.65,1,18,F,Toulouse,Email,2.4,142,Printemps,177.98,157.97,0
